head,modified_head
táŋpi,táŋ2pi0
táŋsaq,táŋ2saq0
táŋsaq,táŋ2saq0
táŋsi,táŋ2si0
táŋsuq,táŋ2suq0
taŋsuqtáŋsuq,taŋ0suq0táŋ2suq0
táŋtaŋ,táŋ2taŋ0
taŋú,ta0ŋú1
líntiq,lín2tiq0
táŋqan,táŋ2qan0
taŋúd,ta0ŋúd1
táŋqug,táŋ2qug0
táŋul,tá2ŋul0
taŋúlqul,ta0ŋúl2qul0
táŋqun,táŋ2qun0
taŋunán,ta0ŋu0nán1
táŋway,táŋ2way0
taŋwayanán,taŋ0wa0ya0nán1
mananáŋway,ma0na0náŋ2way0
táŋyad,táŋ2yad0
taniág,ta0ni0qág
tánil,tá2nil0
tániŋ,tá2niŋ0
tánlad,tán2lad0
tánlag,tán2lag0
tánlak,tán2lak0
tánlas,tán2las0
tánsan,tán2san0
tánsil,tán2sil0
tántan,tán2tan0
tántan,tán2tan0
tantiyá,tan0ti0yá1
tantíya,tan0tí2ya0
tantíyar,tan0tí2yar0
tántu,tán2tu0
tántu,tán2tu0
patántu,pa0tán2tu0
mananántu,ma0na0nán2tu0
tanúd,ta0núd1
tanúd,ta0núd1
tánud,tá2nud0
tanúg,ta0núg1
tánqug,tán2qug0
tinánqug,ti0nán2qug0
tinanqúgan,ti0nan0qú2gan0
tanúk,ta0núk1
tinanúk,ti0na0núk1
tanúm,ta0núm1
tánum,tá2num0
talamnánan,ta0lam0ná2nan0
magtatanúm,mag0ta0ta0núm1
pananúm,pa0na0núm1
tanuŋán,ta0nu0ŋán1
tánus,tá2nus0
tanús,ta0nús1
tánqus,tán2qus0
tányag,tán2yag0
táp,táp1
tapá,ta0pá1
tapahán,ta0pa0hán1
tinapá,ti0na0pá1
tápa,tá2pa0
tinápa,ti0ná2pa0
tapád,ta0pád1
tápad,tá2pad0
taparán,ta0pa0rán1
katápad,ka0tá2pad0
tápak,tá2pak0
tapák,ta0pák1
tinapakán,ti0na0pa0kán1
tapakún,ta0pa0kún1
tápqak,táp2qak0
tapál,ta0pál1
tápal,tá2pal0
tapalúdu,ta0pa0lú2du0
tápan,tá2pan0
tápqan,táp2qan0
tinapqanán,ti0nap0qa0nán1
tapáŋ,ta0páŋ1
tapáŋku,ta0páŋ2ku0
tapár,ta0pár1
tapás,ta0pás1
mananapás,ma0na0na0pás1
tapát,ta0pát1
tápay,tá2pay0
tapáyan,ta0pá2yan0
tapaytapáy,ta0pay0ta0páy1
tapaytápay,ta0pay0tá2pay0
tápay,tá2pay0
tapdagán,tap0da0gán1
tapdagáy,tap0da0gáy1
tápdas,táp2das0
tapdawún,tap0da0wún1
táphaw,táp2haw0
tapí,ta0pí1
tapitápi,ta0pi0tá2pi0
tapí,ta0pí1
tápig,tá2pig0
tapiganán,ta0pi0ga0nán1
tinapigán,ti0na0pi0gán1
tapigás,ta0pi0gás1
tapík,ta0pík1
tápik,tá2pik0
tápqil,táp2qil0
tapqiláy,tap0qi0láy1
tapíndas,ta0pín2das0
tulutapíndas,tu0lu0ta0pín2das0
tápiŋ,tá2piŋ0
tápqiŋ,táp2qiŋ0
tapirí,ta0pi0rí1
tapís,ta0pís1
tápis,tá2pis0
tapíta,ta0pí2ta0
tapíti,ta0pí2ti0
tapiún,ta0pi0qún
táplud,táp2lud0
tapludíŋ,tap0lu0díŋ1
tapnátsir,tap0nát2sir0
tápsay,táp2say0
panápsay,pa0náp2say0
tápsiŋ,táp2siŋ0
táptap,táp2tap0
táptin,táp2tin0
tápuq,tá2puq0
hitapúq,hi0ta0púq1
hatapúq,ha0ta0púq1
tapúk,ta0púk1
tápuk,tá2puk0
tapuktápuk,ta0puk0tá2puk0
tapuktapúk,ta0puk0ta0púk1
tápuk,tá2puk0
tapukúq,ta0pu0kúq1
tapúl,ta0púl1
tápul,tá2pul0
tapulán,ta0pu0lán1
tinapulán,ti0na0pu0lán1
tinápul,ti0ná2pul0
tapún,ta0pún1
tapún,ta0pún1
tápquŋ,táp2quŋ0
tapúnqug,ta0pún2qug0
tapurúk,ta0pu0rúk1
tápus,tá2pus0
pagkatápus,pag0ka0tá2pus0
tapús,ta0pús1
hinapús,hi0na0pús1
panápus,pa0ná2pus0
panapús,pa0na0pús1
katapusán,ka0ta0pu0sán1
tumatapús,tu0ma0ta0pús1
tápus,tá2pus0
tápqus,táp2qus0
tapusúk,ta0pu0súk1
tapút,ta0pút1
patapút,pa0ta0pút1
taptanán,tap0ta0nán1
tapúy,ta0púy1
tapyanán,tap0ya0nán1
tápwak,táp2wak0
tápya,táp2ya0
tapyahán,tap0ya0hán1
tápyas,táp2yas0
taráq,ta0ráq1
pataráq,pa0ta0ráq1
tarabáhu,ta0ra0bá2hu0
tarabisíya,ta0ra0bi0sí2ya0
taráha,ta0rá2ha0
tarák,ta0rák1
taraktarák,ta0rak0ta0rák1
taraktarák,ta0rak0ta0rák1
táral,tá2ral0
taraltáral,ta0ral0tá2ral0
taráŋka,ta0ráŋ2ka0
taránta,ta0rán2ta0
tarántǎr,ta0rán1
tarantádu,ta0ran0tá2du0
tarás,ta0rás1
tarbáhu,tar0bá2hu0
tárdaŋ,tár2daŋ0
tárdaŋ,tár2daŋ0
patárdaŋ,pa0tár2daŋ0
tárgit,tár2git0
targittárgit,tar0git0tár2git0
tárha,tár2ha0
tarhíta,tar0hí2ta0
táriq,tá2riq0
taríq,ta0ríq1
patáriq,pa0tá2riq0
panáriq,pa0ná2riq0
igtatáriq,qig0ta0tá2riq0
igtaláriq,qig0ta0lá2riq0
mananaríq,ma0na0na0ríq1
tariún,ta0ri0qún
tarík,ta0rík1
taríkiq,ta0rí2kiq0
taríma,ta0rí2ma0
tariŋtaríŋ,ta0riŋ0ta0ríŋ1
tarípa,ta0rí2pa0
tarírit,ta0rí2rit0
tariyá,ta0ri0yá1
taríya,ta0rí2ya0
társan,tár2san0
tinársan,ti0nár2san0
társin,tár2sin0
tartanílya,tar0ta0níl2ya0
táru,tá2ru0
tarúg,ta0rúg1
tarúghuy,ta0rúg2huy0
tarúgsuy,ta0rúg2suy0
tarúgu,ta0rú2gu0
táruk,tá2ruk0
taruktarúk,ta0ruk0ta0rúk1
táruŋ,tá2ruŋ0
tarúŋ,ta0rúŋ1
taruŋtarúŋ,ta0ruŋ0ta0rúŋ1
katáruŋ,ka0tá2ruŋ0
katarúŋan,ka0ta0rú2ŋan0
paŋatarúŋan,pa0ŋa0ta0rú2ŋan0
makataruŋánun,ma0ka0ta0ru0ŋá2nun0
matáruŋ,ma0tá2ruŋ0
minatarúŋ,mi0na0ta0rúŋ1
tarúŋan,ta0rú2ŋan0
tarúrut,ta0rú2rut0
tarúti,ta0rú2ti0
tarútut,ta0rú2tut0
tarútuy,ta0rú2tuy0
táruy,tá2ruy0
tása,tá2sa0
tásaq,tá2saq0
tasadúr,ta0sa0dúr1
tasál,ta0sál1
tasádu,ta0sá2du0
tasár,ta0sár1
tasasiyún,ta0sa0si0yún1
tásik,tá2sik0
táslak,tás2lak0
taslakán,tas0la0kán1
katáslak,ka0tás2lak0
táslup,tás2lup0
tásŋaq,tás2ŋaq0
táspuk,tás2puk0
taspukán,tas0pu0kán1
katáspuk,ka0tás2puk0
tástas,tás2tas0
táta,tá2ta0
tátaq,tá2taq0
táqtaq,táq2taq0
táqtaq,táq2taq0
taqtáan,taq0tá2qan0
taták,ta0ták1
tátaŋ,tá2taŋ0
tátaw,tá2taw0
tatáy,ta0táy1
tátay,tá2tay0
tátha,tát2ha0
tátiŋ,tá2tiŋ0
tátsa,tát2sa0
tatsadúr,tat0sa0dúr1
tatsadúra,tat0sa0dú2ra0
tátsǎr,tát1
tátsiŋ,tát2siŋ0
tátsu,tát2su0
tatú,ta0tú1
tatúq,ta0túq1
tátut,tá2tut0
tatuwá,ta0tu0wá1
táub,tá2qub0
taúbun,ta0qaúqun0
táud,tá2qud0
taúd,ta0qúd
taudtaúd,ta0qaud0ta0qúd
táuk,tá2quk0
taún,ta0qún
taúnduk,ta0qaúnquk0
táup,tá2qup0
panáup,pa0ná2qup0
taúsduk,ta0qaúsquk0
tawá,ta0wá1
matawá,ma0ta0wá1
katáwa,ka0tá2wa0
hikatawá,hi0ka0ta0wá1
hakatawá,ha0ka0ta0wá1
katawqanáy,ka0taw0qa0náy1
kinatawqanáy,ki0na0taw0qa0náy1
hiŋatawá,hi0ŋa0ta0wá1
katawqanán,ka0taw0qa0nán1
kalatáwqan,ka0la0táw2qan0
kinatáwqan,ki0na0táw2qan0
katawqunún,ka0taw0qu0nún1
matawqánun,ma0taw0qá2nun0
tawáq,ta0wáq1
tawág,ta0wág1
táwag,tá2wag0
panawág,pa0na0wág1
tátay,tá2tay0
ginikánan,gi0ni0ká2nan0
taláwgun,ta0láw2gun0
talawágun,ta0la0wá2gun0
panawágan,pa0na0wá2gan0
palatawág,pa0la0ta0wág1
palatáwag,pa0la0tá2wag0
panawagtawág,pa0na0wag0ta0wág1
tawák,ta0wák1
tawakún,ta0wa0kún1
tawál,ta0wál1
tawás,ta0wás1
tawatawá,ta0wa0ta0wá1
táwgi,táw2gi0
táwhay,táw2hay0
tawíd,ta0wíd1
táwid,tá2wid0
tawiltawíl,ta0wil0ta0wíl1
táwŋun,táw2ŋun0
táwsiq,táw2siq0
Táwsug,Táw2sug0
táwsyu,qáwsyu0
táwu,tá2wu0
tawhána,taw0há2na0
patáwu,pa0tá2wu0
pakatáwu,pa0ka0tá2wu0
hitáwu,hi0tá2wu0
hatáwu,ha0tá2wu0
tawutáwu,ta0wu0tá2wu0
táwqan,táw2qan0
tawhánun,taw0há2nun0
makitawhánun,ma0ki0taw0há2nun0
tináwu,ti0ná2wu0
katáwhan,ka0táw2han0
pagkatáwu,pag0ka0tá2wu0
kinatáwu,ki0na0tá2wu0
tinawutáwu,ti0na0wu0tá2wu0
ulitáwu,li0tá2wu0
tawúq,ta0wúq1
tawugtawúg,ta0wug0ta0wúg1
tawún,ta0wún1
tawuntáwun,ta0wun0tá2wun0
táwun,tá2wun0
tayáq,ta0yáq1
tayáq,ta0yáq1
tayáun,ta0yá2qun0
tayáda,ta0yá2da0
tayakán,ta0ya0kán1
tayám,ta0yám1
táyam,tá2yam0
táygir,táy2gir0
táyhad,táy2had0
táyhup,táy2hup0
tayíd,ta0yíd1
tayíls,ta0yíl1
tayím,ta0yím1
tayimqáwut,ta0yim0qá2wut0
tayimkípir,ta0yim0kí2pir0
táyip,tá2yip0
tináyip,ti0ná2yip0
tayipráytiŋ,ta0yip0ráy2tiŋ0
tayipráytir,ta0yip0ráy2tir0
táylan,táy2lan0
táymiŋ,táy2miŋ0
panáymiŋ,pa0náy2miŋ0
táypist,táy2pis0
táytay,táy2tay0
panáytay,pa0náy2tay0
taytáyan,tay0tá2yan0
táytul,táy2tul0
tayúbuŋ,ta0yú2buŋ0
táyqug,táy2qug0
patáyqug,pa0táy2qug0
táyun,tá2yun0
tayúpiq,ta0yú2piq0
tayúqtuq,ta0yúq2tuq0
TB́,0
tí,tí1
tíq,tíq1
tiád,ti0qád
tiágak,ti0qiáqak0
tiamtíam,ti0qiam0tí2qam0
tiámu,ti0qiáqu0
tiáw,ti0qáw
tíaw,tí2qaw0
ŋá,ŋá1
ý,ý0
tiáw,ti0qáw
tiawtíaw,ti0qiaw0tí2qaw0
tiliáwan,ti0li0qiáqan0
tiawán,ti0qia0qán
palatíaw,pa0la0tí2qaw0
matiawún,ma0ti0qia0qún
tiáyun,ti0qiáqun0
magtiáyun,mag0ti0qiáqun0
panagtiáyun,pa0nag0ti0qiáqun0
tibáq,ti0báq1
tibadtibád,ti0bad0ti0bád1
tibadtibarán,ti0bad0ti0ba0rán1
tibágnul,ti0bág2nul0
tibagnulún,ti0bag0nu0lún1
tibágsuy,ti0bág2suy0
tíbak,tí2bak0
tibakún,ti0ba0kún1
tíbak,tí2bak0
tibáknul,ti0bák2nul0
tibalás,ti0ba0lás1
tíbas,tí2bas0
tibás,ti0bás1
tíbaw,tí2baw0
tibáwas,ti0bá2was0
tíbhaŋ,tíb2haŋ0
tibhaŋtíbhaŋ,tib0haŋ0tíb2haŋ0
tíbhuŋ,tíb2huŋ0
tíbi,tí2bi0
tíbi,tí2bi0
tibihún,ti0bi0hún1
tibíhun,ti0bí2hun0
tíbi,tí2bi0
tíbiq,tí2biq0
patíbiq,pa0tí2biq0
tíbin,tí2bin0
tíbis,tí2bis0
tibíwis,ti0bí2wis0
tíbtiqb,tíb2tiq0
tibú,ti0bú1
tibúq,ti0búq1
tíbuq,tí2buq0
tinibqanáy,ti0nib0qa0náy1
tinibqánay,ti0nib0qá2nay0
tibuágsaq,ti0bu0quágqaq0
tibuágya,ti0bu0quágqa0
tibúd,ti0búd1
tíbqug,tíb2qug0
tibúgsuk,ti0búg2suk0
tibúgquk,ti0búg2quk0
tibugúl,ti0bu0gúl1
tibúgqul,ti0búg2qul0
tibugún,ti0bu0gún1
tibukúl,ti0bu0kúl1
tibúkqul,ti0búk2qul0
tibúl,ti0búl1
tibulánan,ti0bu0lá2nan0
tiblanán,tib0la0nán1
tíbul,tí2bul0
tíbqul,tíb2qul0
tibuláag,ti0bu0lá2qag0
tibuqtibúq,ti0buq0ti0búq1
tibuúk,ti0bu0qúk
hukúm,hu0kúm1
kinatibúkqan,ki0na0ti0búk2qan0
tibwáag,tib0wá2qag0
tibwágsaq,tib0wág2saq0
tíbway,tíb2way0
tibwanáy,tib0wa0náy1
tidisín,ti0di0sín1
tídit,tí2dit0
tidiyúm,ti0di0yúm1
tidíyum,ti0dí2yum0
tídlum,tíd2lum0
hitídlum,hi0tíd2lum0
hatídlum,ha0tíd2lum0
tídluŋ,tíd2luŋ0
tídlup,tíd2lup0
tidyúwin,tid0yú2win0
tígq,tíg1
tíg(←),tíg1
tígqa,tíg2qa0
matígqa,ma0tíg2qa0
patigqatígqa,pa0tig0qa0tíg2qa0
tigáan,ti0gá2qan0
tígqab,tíg2qab0
tigálbuŋ,ti0gál2buŋ0
tigáman,ti0gá2man0
tigás,ti0gás1
pakatigás,pa0ka0ti0gás1
patigastígas,pa0ti0gas0tí2gas0
tigasúb,ti0ga0súb1
tigásub,ti0gá2sub0
tígaw,tí2gaw0
tígaw,tí2gaw0
tigayún,ti0ga0yún1
patigáyun,pa0ti0gá2yun0
magpapatigayún,mag0pa0pa0ti0ga0yún1
katigayúnan,ka0ti0ga0yú2nan0
tigbábaw,tig0bá2baw0
tígbak,tíg2bak0
tigbakáy,tig0ba0káy1
tígbas,tíg2bas0
tigbáyun,tig0bá2yun0
tígbuŋ,tíg2buŋ0
tinígbuŋ,ti0níg2buŋ0
tighayáq,tig0ha0yáq1
tíghik,tíg2hik0
tíghud,tíg2hud0
tighulúg,tig0hu0lúg1
tigí,ti0gí1
tigihún,ti0gi0hún1
tígiq,tí2giq0
tigiáy,ti0gi0qáy
panagtígiq,pa0nag0tí2giq0
tigíb,ti0gíb1
tinigíb,ti0ni0gíb1
tigidíg,ti0gi0díg1
tígqik,tíg2qik0
tígis,tí2gis0
tigistígis,ti0gis0tí2gis0
tígkul,tíg2kul0
tígkuŋ,tíg2kuŋ0
tígqlq,tíg1
tígma,tíg2ma0
tígman,tíg2man0
tigmayá,tig0ma0yá1
tígmiq,tíg2miq0
tígmuq,tíg2muq0
tígniq,tíg2niq0
tígpud,tíg2pud0
tígqrq,tíg1
tígri,tíg2ri0
tinígri,ti0níg2ri0
tigritígri,tig0ri0tíg2ri0
tígsik,tíg2sik0
tigsikán,tig0si0kán1
tígsuq,tíg2suq0
tígsuq,tíg2suq0
tígsuk,tíg2suk0
tígsun,tíg2sun0
tígul,tí2gul0
tigúlaŋ,ti0gú2laŋ0
tígum,tí2gum0
tigúm,ti0gúm1
tinígum,ti0ní2gum0
tigumtígum,ti0gum0tí2gum0
katigumán,ka0ti0gu0mán1
tígway,tíg2way0
tihád,ti0hád1
tiháp,ti0háp1
tiháw,ti0háw1
tihaytíhay,ti0hay0tí2hay0
tihíb,ti0híb1
tihík,ti0hík1
tihiktíhik,ti0hik0tí2hik0
díliq,dí2liq0
waláq,wa0láq1
tihíras,ti0hí2ras0
tihiqtihíq,ti0hiq0ti0híq1
tihúl,ti0húl1
tiíd,ti0qíd
paníid,pa0ní2qid0
tigpaníid,tig0pa0ní2qid0
mananiíd,ma0na0ni0qíd
mapaniírun,ma0pa0ni0qiíqun0
tiíl,ti0qíl
paniíl,pa0ni0qíl
tiniíl,ti0ni0qíl
tiilán,ti0qii0qán
tíiŋ,tí2qiŋ0
tiiŋán,ti0qii0qán
tiíya,ti0qiíqa0
tík,tík1
tík,tík1
tú,tú1
tiká,ti0ká1
tíka,tí2ka0
tíkaq,tí2kaq0
tikaqtíkaq,ti0kaq0tí2kaq0
tikáb,ti0káb1
tikabtikáb,ti0kab0ti0káb1
tíkad,tí2kad0
tikálbuq,ti0kál2buq0
tikálbuŋ,ti0kál2buŋ0
tikáŋ,ti0káŋ1
tikáŋan,ti0ká2ŋan0
tikaŋánan,ti0ka0ŋá2nan0
tilikáŋan,ti0li0ká2ŋan0
tinikáŋan,ti0ni0ká2ŋan0
tikáŋkaŋ,ti0káŋ2kaŋ0
tikarúl,ti0ka0rúl1
tikarúy,ti0ka0rúy1
tikás,ti0kás1
tíkas,tí2kas0
tinikasán,ti0ni0ka0sán1
tikasán,ti0ka0sán1
tikasíru,ti0ka0sí2ru0
tikasíra,ti0ka0sí2ra0
maninikás,ma0ni0ni0kás1
paníkas,pa0ní2kas0
tikasúb,ti0ka0súb1
tikásub,ti0ká2sub0
tikáw,ti0káw1
tikawtikáw,ti0kaw0ti0káw1
tikáyqaŋ,ti0káy2qaŋ0
tikáyhaŋ,ti0káy2haŋ0
tíkbaq,tík2baq0
tíkbas,tík2bas0
tikbasáy,tik0ba0sáy1
tinikbasáy,ti0nik0ba0sáy1
tíkbil,tík2bil0
tíkbuq,tík2buq0
tíkbuŋ,tík2buŋ0
tiníkbuŋ,ti0ník2buŋ0
tíkdul,tík2dul0
tikdultíkdul,tik0dul0tík2dul0
tíki,tí2ki0
tikíq,ti0kíq1
tikiqtíkiq,ti0kiq0tí2kiq0
tikíg,ti0kíg1
patikíg,pa0ti0kíg1
tikiltíkil,ti0kil0tí2kil0
tíkit,tí2kit0
panítik,pa0ní2tik0
patíkit,pa0tí2kit0
mananíkit,ma0na0ní2kit0
tikitíra,ti0ki0tí2ra0
tikitíki,ti0ki0tí2ki0
tikiú,ti0ki0qú
tíkla,tík2la0
tikládu,tik0lá2du0
tikláub,tik0lá2qub0
tikláub,tik0lá2qub0
tíkliŋ,tík2liŋ0
tiníkliŋ,ti0ník2liŋ0
tikliŋún,tik0li0ŋún1
tíkluq,tík2luq0
tíkluq,tík2luq0
tikluhúd,tik0lu0húd1
tiklúhud,tik0lú2hud0
tíklup,tík2lup0
tikluptíklup,tik0lup0tík2lup0
tikmiqtíkmiq,tik0miq0tík2miq0
tíknik,tík2nik0
tikniká,tik0ni0ká1
tiknikál,tik0ni0kál1
tiknikú,tik0ni0kú1
tiknikúlur,tik0ni0kú2lur0
tiknísyan,tik0nís2yan0
tiknulúdyi,tik0nu0lúd2yi0
tíksas,tík2sas0
tíkstu,qíkstu0
tíktak,tík2tak0
tíktik,tík2tik0
paníktik,pa0ník2tik0
tíktik,tík2tik0
tiktikún,tik0ti0kún1
tíktik,tík2tik0
tíktik,tík2tik0
tikúb,ti0kúb1
tikubúq,ti0ku0búq1
tikúbuq,ti0kú2buq0
tikúd,ti0kúd1
tikúd,ti0kúd1
tikúg,ti0kúg1
tikúg,ti0kúg1
tíkug,tí2kug0
tikúgas,ti0kú2gas0
tikúgkug,ti0kúg2kug0
tikugkugún,ti0kug0ku0gún1
tikúkaq,ti0kú2kaq0
hikúkaq,hi0kú2kaq0
hakúkaq,ha0kú2kaq0
tikúqkuq,ti0kúq2kuq0
tikulúb,ti0ku0lúb1
tikúlub,ti0kú2lub0
tíkqum,tík2qum0
tikúŋ,ti0kúŋ1
tikúŋkuŋ,ti0kúŋ2kuŋ0
tikúp,ti0kúp1
tíkup,tí2kup0
tíkqup,tík2qup0
tikús,ti0kús1
tikús,ti0kús1
tikúskus,ti0kús2kus0
tikútkut,ti0kút2kut0
tíkuy,tí2kuy0
tíkuy,tí2kuy0
tíkwaq,tík2waq0
tíkwaŋ,tík2waŋ0
tíkwiq,tík2wiq0
tíkwiq,tík2wiq0
tikyáub,tik0yá2qub0
tíkyup,tík2yup0
tíla,tí2la0
tílaq,tí2laq0
tílab,tí2lab0
tinílab,ti0ní2lab0
tilábhuq,ti0láb2huq0
tilád,ti0lád1
tilarán,ti0la0rán1
tiladtilád,ti0lad0ti0lád1
tílqag,tíl2qag0
tilagák,ti0la0gák1
tilámbuq,ti0lám2buq0
tílaŋ,tí2laŋ0
tilaŋúq,ti0la0ŋúq1
tiláp,ti0láp1
tílap,tí2lap0
paniláp,pa0ni0láp1
tilápya,ti0láp2ya0
tílqas,tíl2qas0
tilaúb,ti0la0qúb
tiláuk,ti0lá2quk0
tilaukán,ti0la0qau0qán
tiláw,ti0láw1
tílhuŋ,tíl2huŋ0
tílib,tí2lib0
tilibísyun,ti0li0bís2yun0
tiligráma,ti0lig0rá2ma0
tiligramá,ti0lig0ra0má1
tiligrapikú,ti0lig0ra0pi0kú1
tiligrapísta,ti0lig0ra0pís2ta0
tiligrapú,ti0lig0ra0pú1
tilíis,ti0lí2qis0
tílik,tí2lik0
patílik,pa0tí2lik0
tilím,ti0lím1
tilimádqun,ti0li0mád2qun0
tiliŋtilíŋ,ti0liŋ0ti0líŋ1
tílip,tí2lip0
tilipunú,ti0li0pu0nú1
tilipunísta,ti0li0pu0nís2ta0
tílqis,tíl2qis0
tílqis,tíl2qis0
tiliskúpyu,ti0lis0kúp2yu0
tilitayíp,ti0li0ta0yíp1
tilitúl,ti0li0túl1
tíltil,tíl2til0
tíltil,tíl2til0
tíluq,tí2luq0
tílub,tí2lub0
patilubtilúb,pa0ti0lub0ti0lúb1
tílqug,tíl2qug0
tilqugún,til0qu0gún1
tíluk,tí2luk0
tilún,ti0lún1
tiluníru,ti0lu0ní2ru0
tiluríŋ,ti0lu0ríŋ1
tilús,ti0lús1
tím,tím1
tím,tím1
timá,ti0má1
tíma,tí2ma0
tíma,tí2ma0
tíma,tí2ma0
timáan,ti0má2qan0
timaán,ti0ma0qán
timanqanáy,ti0man0qa0náy1
timaílhan,ti0ma0qaílqan0
tímqan,tím2qan0
timáŋ,ti0máŋ1
timaqtimáq,ti0maq0ti0máq1
timaúd,ti0ma0qúd
tímqaw,tím2qaw0
timáwaq,ti0má2waq0
timayúd,ti0ma0yúd1
timáyud,ti0má2yud0
tímbaq,tím2baq0
timbakúwas,tim0ba0kú2was0
timbáluŋ,tim0bá2luŋ0
tímbaŋ,tím2baŋ0
panímbaŋ,pa0ním2baŋ0
tulutímbaŋ,tu0lu0tím2baŋ0
timbaŋtímbaŋ,tim0baŋ0tím2baŋ0
hinímbaŋ,hi0ním2baŋ0
katímbaŋ,ka0tím2baŋ0
timbaŋán,tim0ba0ŋán1
timbarúk,tim0ba0rúk1
timbayá,tim0ba0yá1
timbayáq,tim0ba0yáq1
tímbri,qímbri0
tímbri,qímbri0
timbríra,qimb0rí2ra0
tímbul,tím2bul0
tímbul,tím2bul0
timbúŋan,tim0bú2ŋan0
timbúwad,tim0bú2wad0
tímbuy,tím2buy0
tímgas,tím2gas0
timgasún,tim0ga0sún1
tímhuŋ,tím2huŋ0
timíq,ti0míq1
timiqtimíq,ti0miq0ti0míq1
timián,ti0mi0qán
timík,ti0mík1
timíŋ,ti0míŋ1
panimíŋ,pa0ni0míŋ1
tímpag,tím2pag0
timpasáw,tim0pa0sáw1
timpiramíntu,tim0pi0ra0mín2tu0
timpiratúra,tim0pi0ra0tú2ra0
tímpla,qímpla0
timpláda,qimp0lá2da0
timpládu,qimp0lá2du0
timpladúr,qimp0la0dúr1
panímpla,pa0qímpla0
tímplit,qímplit0
timplíti,qimp0lí2ti0
tímplu,qímplu0
timpránu,qimp0rá2nu0
tímpu,tím2pu0
panímpu,pa0ním2pu0
timputímpu,tim0pu0tím2pu0
timpuráryu,tim0pu0rár2yu0
timríra,tim0rí2ra0
tíms,tím1
tímsuŋ,tím2suŋ0
tímtim,tím2tim0
timtísyun,tim0tís2yun0
timúq,ti0múq1
timuqtimúq,ti0muq0ti0múq1
tímug,tí2mug0
timún,ti0mún1
panimún,pa0ni0mún1
timuníl,ti0mu0níl1
timúna,ti0mú2na0
timurí,ti0mu0rí1
timús,ti0mús1
tímqus,tím2qus0
tímwurk,tím2wur0
tín.,tín1
tína,tí2na0
tináq,ti0náq1
tínaq,tí2naq0
tináq,ti0náq1
tinaán,ti0na0qán
tinabál,ti0na0bál1
tinabúylu,ti0na0búy2lu0
tinái,ti0ná2qi0
igsúmpay,qig0súm2pay0
igpútul,qig0pú2tul0
tinápa,ti0ná2pa0
tinápay,ti0ná2pay0
tinatína,ti0na0tí2na0
tínqaw,tín2qaw0
tinqawáy,tin0qa0wáy1
katinqáwan,ka0tin0qá2wan0
tináwu,ti0ná2wu0
tínda,tín2da0
panínda,pa0nín2da0
tindáhan,tin0dá2han0
tindíra,tin0dí2ra0
tindíru,tin0dí2ru0
tíndak,tín2dak0
tindakán,tin0da0kán1
tindakanán,tin0da0ka0nán1
tiníndak,ti0nín2dak0
tíndaw,tín2daw0
tínday,tín2day0
tíndǐr,tín1
tindída,tin0dí2da0
tindíra,tin0dí2ra0
tindíru,tin0dí2ru0
tíndug,tín2dug0
patíndug,pa0tín2dug0
hitíndug,hi0tín2dug0
hatíndug,ha0tín2dug0
hipatíndug,hi0pa0tín2dug0
hapatíndug,ha0pa0tín2dug0
tinindugán,ti0nin0du0gán1
tumíndug,tu0mín2dug0
tumitíndug,tu0mi0tín2dug0
tindugún,tin0du0gún1
tínduk,tín2duk0
tínduk,tín2duk0
tumínduk,tu0mín2duk0
tumitínduk,tu0mi0tín2duk0
tinduktínduk,tin0duk0tín2duk0
tíŋq,tíŋ1
tiŋá,ti0ŋá1
tíŋa,tí2ŋa0
patíŋa,pa0tí2ŋa0
tiŋáq,ti0ŋáq1
tíŋqab,tíŋ2qab0
tiŋábŋab,ti0ŋáb2ŋab0
tiŋág,ti0ŋág1
tíŋal,tí2ŋal0
tiŋála,ti0ŋá2la0
paniŋalá,pa0ni0ŋa0lá1
paniŋála,pa0ni0ŋá2la0
katiŋála,ka0ti0ŋá2la0
katiŋaláhan,ka0ti0ŋa0lá2han0
tiŋaláw,ti0ŋa0láw1
tiŋáli,ti0ŋá2li0
paniŋáli,pa0ni0ŋá2li0
tulutiŋáli,tu0lu0ti0ŋá2li0
tiŋálŋal,ti0ŋál2ŋal0
tiŋáqŋaq,ti0ŋáq2ŋaq0
tiŋáyi,ti0ŋá2yi0
tíŋgaq,tíŋ2gaq0
tiŋgaún,tiŋ0ga0qún
tiŋgalúŋ,tiŋ0ga0lúŋ1
tiŋgaqtíŋgaq,tiŋ0gaq0tíŋ2gaq0
tíŋgil,tíŋ2gil0
tíŋgu,tíŋ2gu0
tíŋhab,tíŋ2hab0
tiŋhágaq,tiŋ0há2gaq0
tíŋhak,tíŋ2hak0
tíŋhuy,tíŋ2huy0
tiŋí,ti0ŋí1
tiŋíl,ti0ŋíl1
tíŋkad,tíŋ2kad0
tíŋkag,tíŋ2kag0
tiŋkagúl,tiŋ0ka0gúl1
tiŋkágul,tiŋ0ká2gul0
tíŋkal,tíŋ2kal0
tiŋkálag,tiŋ0ká2lag0
tiŋkalúq,tiŋ0ka0lúq1
tíŋkap,tíŋ2kap0
tiŋkarúl,tiŋ0ka0rúl1
tíŋkas,tíŋ2kas0
tiŋkirí,tiŋ0ki0rí1
tiŋkiyú,tiŋ0ki0yú1
