_id,head,normalized_head
32142,tungkaan,tungkaan
32143,tinungkaan,tinungkaan
32144,tungkáhal,tungkahal
32145,tungkalù,tungkalu
32146,tungkì,tungki
32147,tungkù,tungku
32148,tungkù,tungku
32149,tabla ug tungkù,tabla ug tungku
32150,tungkù,tungku
32151,tungkud,tungkud
32152,tunglu,tunglu
32153,panunglu,panunglu
32154,matunglúhun,matungluhun
32155,tungtung,tungtung
32156,túngu,tungu
32157,tungud,tungud
32158,niadtung tungúra,niadtung tungura
32159,túngud,tungud
32160,tungudtúngud,tungudtungud
32161,patungud,patungud
32162,pahinungud,pahinungud
32163,katungud,katungud
32164,katúngud,katungud
32165,katungdánan,katungdanan
32166,pangatungdánan,pangatungdanan
32167,tagtungud,tagtungud
32168,tagtúngud,tagtungud
32169,hinungdan,hinungdan
32170,way hinungdan,way hinungdan
32171,pakahinungdan,pakahinungdan
32172,hinungdánun,hinungdanun
32173,mahinungdánun,mahinungdanun
32174,mahitungud,mahitungud
32175,mahatungud,mahatungud
32176,nahinunghud,nahinunghud
32177,tungdunun,tungdunun
32178,tungug,tungug
32179,tulunggan,tulunggan
32180,tungganan,tungganan
32181,katunggan,katunggan
32182,tunguk,tunguk
32183,túngul,tungul
32184,sa ímung (íyang) túngul,sa imung (iyang) tungul
32185,tungup,tungup
32186,tunguptúngup,tunguptungup
32187,tung-uy,tung-uy
32188,tunhay,tunhay
32189,patunhay,patunhay
32190,katunháyan,katunhayan
32191,katunhayan,katunhayan
32192,magtutunhay sa kalínaw,magtutunhay sa kalinaw
32193,matunháyun,matunhayun
32194,tunhay,tunhay
32195,tunhay ang ugat,tunhay ang ugat
32196,túnik,tunik
32197,panúnik,panunik
32198,tuniku,tuniku
32199,bínu tuniku istumakal,binu tuniku istumakal
32200,tunil,tunil
32201,tunil,tunil
32202,tunil,tunil
32203,túnil,tunil
32204,tuniláda,tunilada
32205,tunlù,tunlu
32206,tunluan,tunluan
32207,tunluanan,tunluanan
32208,tunlub,tunlub
32209,tunlud,tunlud
32210,tunsil,tunsil
32211,tuntu,tuntu
32212,tinuntu,tinuntu
32213,tuntun,tuntun
32214,panuntun,panuntun
32215,túnu,tunu
32216,túnu ug pasiyun,tunu ug pasiyun
32217,panúnu,panunu
32218,túnu,tunu
32219,tunù,tunu
32220,túnù,tunu
32221,tinunuan,tinunuan
32222,tunuun,tunuun
32223,tunub,tunub
32224,túnub,tunub
32225,túnub ug kasíkas,tunub ug kasikas
32226,tumbanan,tumbanan
32227,túnud,tunud
32228,tunug,tunug
32229,tulunggun,tulunggun
32230,tun-ug,tun-ug
32231,patun-ug,patun-ug
32232,panun-ug,panun-ug
32233,tunuk,tunuk
32234,tunuk sa isdà,tunuk sa isda
32235,hinunuk,hinunuk
32236,tunukun,tunukun
32237,tungkun,tungkun
32238,alambri nga tunukun,alambri nga tunukun
32239,túnul,tunul
32240,tunung,tunung
32241,túnuy,tunuy
32242,tunyu nu,tunyu nu
32243,tupà,tupa
32244,tupad,tupad
32245,túpas,tupas
32246,tupay,tupay
32247,tupi,tupi
32248,patupi,patupi
32249,túpi,tupi
32250,tupiku,tupiku
32251,tupit,tupit
32252,tuplak,tuplak
32253,tuplas,tuplas
32254,tupluk,tupluk
32255,tupluk,tupluk
32256,tuptup,tuptup
32257,pinatuptup,pinatuptup
32258,túpù,tupu
32259,tupùtúpù,tuputupu
32260,túpuk,tupuk
32261,tupuk,tupuk
32262,túpung,tupung
32263,túpung ang tiil,tupung ang tiil
32264,tupus,tupus
32265,tinupsan,tinupsan
32266,talinupsan,talinupsan
32267,tupus,tupus
32268,tupwak,tupwak
32269,turágas,turagas
32270,paturágas,paturagas
32271,pinaturágas,pinaturagas
32272,tural,tural
32273,turátuy,turatuy
32274,túray,turay
32275,turban,turban
32276,turdbis,turdbis
32277,túri,turi
32278,túrik,turik
32279,turíkì,turiki
32280,turil,turil
32281,túrins,turins
32282,titulu túrins,titulu turins
32283,turíru,turiru
32284,turista,turista
32285,turíti,turiti
32286,turiyal,turiyal
32287,turíyu,turiyu
32288,turíyu,turiyu
32289,turka,turka
32290,turku,turku
32291,turnilyu,turnilyu
32292,lísù sa turnilyu,lisu sa turnilyu
32293,turnilyadur,turnilyadur
32294,turnilyu,turnilyu
32295,turníru,turniru
32296,turniyu,turniyu
32297,turníyu,turniyu
32298,turnu,turnu
32299,turnuhan,turnuhan
32300,turníru,turniru
32301,turnu,turnu
32302,turnuturnu,turnuturnu
32303,turnuhay,turnuhay
32304,turnus,turnus
32305,turpáda,turpada
32306,turpi,turpi
32307,turpi ang dílà,turpi ang dila
32308,turpídu,turpidu
32309,tursi,tursi
32310,turta,turta
32311,turtilya,turtilya
32312,turtilyas,turtilyas
32313,turtur,turtur
32314,túru,turu
32315,túru nga báka,turu nga baka
32316,patúru,paturu
32317,turutúru,turuturu
32318,paturutúru,paturuturu
32319,turuk,turuk
32320,turuk banwa,turuk banwa
32321,tugkan,tugkan
32322,turukturuk,turukturuk
32323,turun,turun
32324,turun diman,turun diman
32325,turun dipíli,turun dipili
32326,banána turun,banana turun
32327,turúnis,turunis
32328,turung,turung
32329,turungturung,turungturung
32330,turúrut,tururut
32331,turus,turus
32332,turut,turut
32333,turútut,turutut
32334,turútuy,turutuy
32335,tús,tus
32336,túsir,tusir
32337,tús,tus
32338,tusak,tusak
32339,túsak,tusak
32340,tusaktusak,tusaktusak
32341,tus-ap,tus-ap
32342,tus-ap,tus-ap
32343,tusdik,tusdik
32344,túsik,tusik
32345,túsik,tusik
32346,tuskig,tuskig
32347,tuskig ug líug,tuskig ug liug
32348,patuskig,patuskig
32349,tuslak,tuslak
32350,tuslù,tuslu
32351,tuslub,tuslub
32352,tuslud,tuslud
32353,tusluk,tusluk
32354,tuslikanan,tuslikanan
32355,tusmaw,tusmaw
32356,tusmud,tusmud
32357,tusnub,tusnub
32358,tusnud,tusnud
32359,tustǎr,tustar
32360,tustádu,tustadu
32361,tustus,tustus
32362,tinustus,tinustus
32363,túsu,tusu
32364,patusutúsu,patusutusu
32365,tusud,tusud
32366,túsug,tusug
32367,tusug,tusug
32368,túsuk,tusuk
32369,tusuk,tusuk
32370,túsup,tusup
32371,tusuy,tusuy
32372,tutal,tutal
32373,tútal,tutal
32374,tutbras,tutbras
32375,panutbras,panutbras
32376,tuthu,tuthu
32377,tutpik,tutpik
32378,panutpik,panutpik
32379,tútù,tutu
32380,tùtù,tutu
32381,tùtù,tutu
32382,tutub,tutub
32383,tinutub,tinutub
32384,tutug,tutug
32385,tútuk,tutuk
32386,udtung tútuk,udtung tutuk
32387,tútuk,tutuk
32388,tinutukay,tinutukay
32389,tutul,tutul
32390,tútul,tutul
32391,matutulun,matutulun
32392,tutunlan,tutunlan
32393,tútut,tutut
32394,tútuy,tutuy
32395,tutyan,tutyan
32396,tutyanan,tutyanan
32397,tuu,tuu
32398,túu,tuu
32399,túu nga kamut,tuu nga kamut
32400,wala ug túu,wala ug tuu
32401,patuu,patuu
32402,tuuhun,tuuhun
32403,tuhuun,tuhuun
32404,tùhun,tuhun
32405,túu,tuu
32406,Mitúu Aku,mituu aku
32407,tuutúu,tuutuu
32408,patuutúu,patuutuu
32409,matuutuuhun,matuutuuhun
32410,matuhùtuhuun,matuhutuhuun
32411,tinuhúan,tinuhuan
32412,tinuúhan,tinuuhan
32413,tuluhúan,tuluhuan
32414,pagtúu,pagtuu
32415,matuúhun,matuuhun
32416,tuub,tuub
32417,túub,tuub
32418,túub,tuub
32419,tuud,tuud
32420,túud,tuud
32421,tuud,tuud
32422,panuud,panuud
32423,tinuud,tinuud
32424,tininuud,tininuud
32425,tinud-anay,tinud-anay
32426,tinud-ay,tinud-ay
32427,tinuuray,tinuuray
32428,kamatuúran,kamatuuran
32429,matúud,matuud
32430,pakamatúud,pakamatuud
32431,matinud-ánun,matinud-anun
32432,pagkatinúud,pagkatinuud
32433,túud,tuud
32434,patúud,patuud
32435,túug,tuug
32436,tuuk,tuuk
32437,tuun,tuun
32438,tuunanan,tuunanan
32439,hinúun,hinuun
32440,matulun-ánun,matulun-anun
32441,pagtuun,pagtuun
32442,pagtulun-an,pagtulun-an
32443,túun,tuun
32444,tuun,tuun
32445,tuung,tuung
32446,tuung ang tutunlan,tuung ang tutunlan
32447,túuy,tuuy
32448,tuwa,tuwa
32449,tuwatúwa,tuwatuwa
32450,tinuwatuwa,tinuwatuwa
32451,tuwad,tuwad
32452,túwad,tuwad
32453,túwad tuáli,tuwad tuali
32454,katúwad tuáli,katuwad tuali
32455,tuwadtúwad,tuwadtuwad
32456,túwag,tuwag
32457,tuwak,tuwak
32458,tuwang,tuwang
32459,túwang,tuwang
32460,tuwangtúwang,tuwangtuwang
32461,tuwangtúwang nga silya,tuwangtuwang nga silya
32462,tuwangan,tuwangan
32463,tuwang,tuwang
32464,túwang,tuwang
32465,túwang,tuwang
32466,katúwang,katuwang
32467,túwang,tuwang
32468,tuwas,tuwas
32469,tuwatúwa,tuwatuwa
32470,tuwaw,tuwaw
32471,tuway,tuway
32472,tuwáyun,tuwayun
32473,tuway,tuway
32474,túway,tuway
32475,panuway,panuway
32476,tuwaytuway,tuwaytuway
32477,tuwaytuway,tuwaytuway
32478,tuwaytúway,tuwaytuway
32479,tuwaytúway,tuwaytuway
32480,tuwittuwit,tuwittuwit
32481,túy,tuy
32482,túy,tuy
32483,túya,tuya
32484,túyà,tuya
32485,tuyàtúyà,tuyatuya
32486,túyang,tuyang
32487,patúyang,patuyang
32488,pinatuyangan,pinatuyangan
32489,mapatuyangun,mapatuyangun
32490,tuyarug,tuyarug
32491,tuyátuy,tuyatuy
32492,tuybù,tuybu
32493,tuyhad,tuyhad
32494,tuyhákaw,tuyhakaw
32495,tuyhud,tuyhud
32496,tuytuy,tuytuy
32497,panuytuy,panuytuy
32498,tuytuy,tuytuy
32499,tuytuy,tuytuy
32500,tuytuyan,tuytuyan
32501,túyu,tuyu
32502,tuyù,tuyu
32503,túyù,tuyu
32504,túyù,tuyu
32505,túyù kay,tuyu kay
32506,panúyù,panuyu
32507,panuyù,panuyu
32508,tinúyù,tinuyu
32509,tinuyúan,tinuyuan
32510,katuyúan,katuyuan
32511,pinatúyù,pinatuyu
32512,tuyuun,tuyuun
32513,túyub,tuyub
32514,tuy-ud,tuy-ud
32515,túyuk,tuyuk
32516,nagtuyuk pa ang búla,nagtuyuk pa ang bula
32517,patúyuk,patuyuk
32518,tuyukan,tuyukan
32519,tuyuktúyuk nga silya,tuyuktuyuk nga silya
32520,tuyuktúyuk ug pangítà,tuyuktuyuk ug pangita
32521,tuyukun,tuyukun
32522,twagsik,twagsik
32523,twakdug,twakdug
32524,twásik,twasik
32525,twilb-uklak,twilb-uklak
32526,twirka,twirka
32527,lisù sa twirka,lisu sa twirka
32528,twis,twis
32529,twist,twist
32530,tyábaw,tyabaw
32531,tyágù,tyagu
32532,tyágù nu,tyagu nu
32533,tyáli,tyali
32534,tyának,tyanak
32535,tyangaw,tyangaw
32536,tyanggi,tyanggi
32537,panyanggi,panyanggi
32538,tyanggihan,tyanggihan
32539,tyatru,tyatru
32540,tyimpu,tyimpu
32541,tyinda,tyinda
32542,tyubíbu,tyubibu
32543,tyúning purk,tyuning purk
32544,tyúpì,tyupi
32545,tyuríya,tyuriya
32546,tyusupíya,tyusupiya
32547,tyútur,tyutur
32548,u,u
32549,u byín,u byin
32550,u bín,u bin
32551,u,u
32552,u,u
32553,ū́,u
32554,ū́,u
32555,ū́,u
32556,úbak,ubak
32557,uban,uban
32558,uban sa,uban sa
32559,uban [dat.],uban [dat.]
32560,uban ang,uban ang
32561,mau rang ubána,mau rang ubana
32562,úban,uban
32563,uban-úban,uban-uban
32564,pauban,pauban
32565,upánay (pa) untà,upanay (pa) unta
32566,inubanan,inubanan
32567,kaúban,kauban
32568,kaúban sa kinabúhì,kauban sa kinabuhi
32569,kaúban nga,kauban nga
32570,kaubánan,kaubanan
32571,úban,uban
32572,ubánun,ubanun
32573,ubaryu,ubaryu
32574,úbas,ubas
32575,úbas,ubas
32576,ubaub,ubaub
32577,ubaug,ubaug
32578,ubay,ubay
32579,paubáyun,paubayun
32580,kaubay,kaubay
32581,ubay-ubay,ubay-ubay
32582,úbi,ubi
32583,úbi nga gataw,ubi nga gataw
32584,úbi nga kinampay,ubi nga kinampay
32585,kulur diúbi,kulur diubi
32586,ubihan,ubihan
32587,ubíhas,ubihas
32588,úbir,ubir
32589,úbir drap,ubir drap
32590,úbir dus,ubir dus
32591,úbir hid,ubir hid
32592,úbir hit,ubir hit
32593,úbir hul,ubir hul
32594,paúbir hul,paubir hul
32595,ubirispíding,ubirispiding
32596,úbir kut,ubir kut
32597,úbir lan,ubir lan
32598,úbir lap,ubir lap
32599,ubirlúdid,ubirludid
32600,ubirnayit,ubirnayit
32601,ubirnayit bag,ubirnayit bag
32602,ubirprayis,ubirprayis
32603,úbir sis,ubir sis
32604,ubirtayim,ubirtayim
32605,úbir tik,ubir tik
32606,úbir ul,ubir ul
32607,úbir,ubir
32608,úbir,ubir
32609,ubispu,ubispu
32610,ubispádu,ubispadu
32611,ubligar,ubligar
32612,ubligádu,ubligadu
32613,ubligasiyun,ubligasiyun
32614,may ubligasiyun,may ubligasiyun
32615,ublung,ublung
32616,ubp.,ubp.
32617,ubra,ubra
32618,gíkan sa ubra padúlung sa trabáhu,gikan sa ubra padulung sa trabahu
32619,ubra maistra,ubra maistra
32620,ubríru,ubriru
32621,ubrírus,ubrirus
32622,pinaubra,pinaubra
32623,inubráhan,inubrahan
32624,ulubrahun,ulubrahun
32625,ubrahúnun,ubrahunun
32626,ubras publikas,ubras publikas
32627,ubríru,ubriru
32628,ubsirbar,ubsirbar
32629,ubsirbádu,ubsirbadu
32630,ubsirbasiyun,ubsirbasiyun
32631,ubsirbaturyu,ubsirbaturyu
32632,ubu,ubu
32633,amígu sa ubu,amigu sa ubu
32634,ubuubu,ubuubu
32635,ubù,ubu
32636,bilat sa íyang ubù,bilat sa iyang ubu
32637,paubù sa bága,paubu sa baga
32638,ub-ub,ub-ub
32639,ubud,ubud
32640,ubud itúhun,ubud ituhun
32641,úbud,ubud
32642,ubúrun,uburun
32643,úbug,ubug
32644,ubul-úbul,ubul-ubul
32645,ubus,ubus
32646,ubus balauránan,ubus balauranan
32647,pamalauránan,pamalauranan
32648,paubus,paubus
32649,hiubus,hiubus
32650,kaubus,kaubus
32651,kahiubus,kahiubus
32652,mapaubsánun,mapaubsanun
32653,mapahiubsánun,mapahiubsanun
32654,mapinaubsánun,mapinaubsanun
32655,mapainubsánun,mapainubsanun
32656,tagaubus,tagaubus
32657,úbus,ubus
32658,úbus,ubus
32659,ubuub,ubuub
32660,ū́d,ud
32661,úday,uday
32662,udhak,udhak
32663,udhan,udhan
32664,udhanun,udhanun
32665,udíyu,udiyu
32666,udiyung,udiyung
32667,udiyúngun,udiyungun
32668,udlut,udlut
32669,tingudlut,tingudlut
32670,udlutan,udlutan
32671,udtu,udtu
32672,udtu nga láruk,udtu nga laruk
32673,tútuk,tutuk
32674,tuktuk,tuktuk
32675,hingudtu,hingudtu
32676,panghingudtu,panghingudtu
32677,udtuhan,udtuhan
32678,kaudtúhun,kaudtuhun
32679,paniudtu,paniudtu
32680,udtúhun,udtuhun
32681,udtuudtu,udtuudtu
32682,taliudtu,taliudtu
32683,udtuhun,udtuhun
32684,udù,udu
32685,ud-ud,ud-ud
32686,ud-ud,ud-ud
32687,uduy,uduy
32688,ug,ug
32689,ása ug,asa ug
32690,ug ímu,ug imu
32691,ug íya,ug iya
32692,ug íla,ug ila
32693,etc,etc
32694,uga,uga
32695,uga ang tutunlan,uga ang tutunlan
32696,ugáhip,ugahip
32697,ugáhip likuslikus,ugahip likuslikus
32698,ugahípun,ugahipun
32699,ugáling,ugaling
32700,kaugalíngun,kaugalingun
32701,pangaugalíngun,pangaugalingun
32702,kinaugalingun,kinaugalingun
32703,kaugalingnan,kaugalingnan
32704,ugam,ugam
32705,ugang,ugang
32706,ugángan,ugangan
32707,uganganun,uganganun
32708,ugat,ugat
32709,ugat mayur,ugat mayur
32710,pangugat,pangugat
32711,pangliúgat,pangliugat
32712,ugat-ugat,ugat-ugat
32713,kaugatan,kaugatan
32714,ugatun,ugatun
32715,ugaúga,ugauga
32716,úgay,ugay
32717,ugba,ugba
32718,ugbáti,ugbati
32719,ugbp.,ugbp.
32720,ugbuk,ugbuk
32721,ugbuk ang,ugbuk ang
32722,sa pálu,sa palu
32723,ugbun,ugbun
32724,ugbus,ugbus
32725,ugda,ugda
32726,ugdà,ugda
32727,pasiugda,pasiugda
32728,tigpasiugda,tigpasiugda
32729,ugdang,ugdang
32730,kaugdang,kaugdang
32731,ugdaw,ugdaw
32732,ugdu,ugdu
32733,pinaugdu,pinaugdu
32734,ugdu,ugdu
32735,ugduk,ugduk
32736,ugdul,ugdul
32737,ugdung,ugdung
32738,ughad,ughad
32739,ughak,ughak
32740,ugíngut,ugingut
32741,ugis,ugis
32742,ugíut,ugiut
32743,ugkad,ugkad
32744,ugkal,ugkal
32745,ugkat,ugkat
32746,ugkay,ugkay
32747,ugmà,ugma
32748,ugmà puhun (paabutun pa),ugma puhun (paabutun pa)
32749,ugmà damlag,ugma damlag
32750,ugmaugmà,ugmaugma
32751,paugmà,paugma
32752,pakaugmà,pakaugma
32753,kaugmáun,kaugmaun
32754,panghiugmà,panghiugma
32755,ugmad,ugmad
32756,paugmad,paugmad
32757,ugmaran,ugmaran
32758,kaugmáran,kaugmaran
32759,maguugmad,maguugmad
32760,pangugmad,pangugmad
32761,ugnat,ugnat
32762,paugnat,paugnat
32763,ugnuk,ugnuk
32764,ugnut,ugnut
32765,ugpak,ugpak
32766,ugpas,ugpas
32767,ugpù,ugpu
32768,ugpuugpù,ugpuugpu
32769,ugpung,ugpung
32770,ugput,ugput
32771,ugsad,ugsad
32772,ugsad-ugsad,ugsad-ugsad
32773,inugsad,inugsad
32774,ugsud,ugsud
32775,ugsud-ugsud,ugsud-ugsud
32776,ugsuk,ugsuk
32777,ugtad,ugtad
32778,ugtak,ugtak
32779,ugtas,ugtas
32780,ugtud,ugtud
32781,ugtuk,ugtuk
32782,ugtus,ugtus
32783,ugud,ugud
32784,man ugud,man ugud
32785,ugud ba,ugud ba
32786,ba ugud,ba ugud
32787,ra ugud,ra ugud
32788,ug-ug,ug-ug
32789,kaug-ug,kaug-ug
32790,ug-ug,ug-ug
32791,ug-úg,ug-ug
32792,uguk,uguk
32793,uguk,uguk
32794,úgum,ugum
32795,úgung,ugung
32796,ugut,ugut
32797,ugut-úgut,ugut-ugut
32798,uguy,uguy
32799,úguy,uguy
32800,uguy-úguy,uguy-uguy
32801,uguy-úguy blus,uguy-uguy blus
32802,ugwad,ugwad
32803,ugwad-ugwad,ugwad-ugwad
32804,ugyab,ugyab
32805,uha,uha
32806,uhag,uhag
32807,uhaldris,uhaldris
32808,uhális,uhalis
32809,uhang,uhang
32810,uhang-uhang,uhang-uhang
32811,úhas,uhas
32812,úhas bulantis,uhas bulantis
32813,uhaw,uhaw
32814,hinguhaw,hinguhaw
32815,kauhaw,kauhaw
32816,uháwun,uhawun
32817,uhay,uhay
32818,uhípan,uhipan
32819,uhu,uhu
32820,uhú,uhu
32821,uhù,uhu
32822,úhù,uhu
32823,úhù pa,uhu pa
32824,uhún,uhun
32825,úhung,uhung
32826,mudugù pay úhung,mudugu pay uhung
32827,uhungan,uhungan
32828,uhut,uhut
32829,úhut,uhut
32830,úk,uk
32831,uka,uka
32832,ukab,ukab
32833,ukab-úkab,ukab-ukab
32834,ukban,ukban
32835,ukabhang,ukabhang
32836,ukadyang,ukadyang
32837,ukal,ukal
32838,ukang,ukang
32839,ukas,ukas
32840,ukasiyun,ukasiyun
32841,pangukasiyun,pangukasiyun
32842,úkat,ukat
32843,ukay,ukay
32844,igulukay,igulukay
32845,úkay,ukay
32846,ukba,ukba
32847,ukhab,ukhab
32848,úki,uki
32849,ukiduk,ukiduk
32850,ukidúki,ukiduki
32851,ukikà,ukika
32852,úkit,ukit
32853,ukit-ukitan,ukit-ukitan
32854,ukit-ukitun,ukit-ukitun
32855,ma-un,ma-un
32856,ukíuk,ukiuk
32857,ukiut,ukiut
32858,ukíut,ukiut
32859,uklab,uklab
32860,uklaba,uklaba
32861,ukmil,ukmil
32862,uknul,uknul
32863,uknul-uknul,uknul-uknul
32864,ukpaw,ukpaw
32865,ukpaw-ukpaw,ukpaw-ukpaw
32866,ukra,ukra
32867,ukra,ukra
32868,uksidyǐn,uksidyin
32869,uksihína,uksihina
32870,uksihináda,uksihinada
32871,uksihínu,uksihinu
32872,uksilyu,uksilyu
32873,uksináda,uksinada
32874,agwa uksináda,agwa uksinada
32875,uksirbǎr,uksirbar
32876,uksu,uksu
32877,Ukt.,ukt.
32878,uktába,uktaba
32879,uktába,uktaba
32880,Uktubri,uktubri
32881,uku,uku
32882,ukù,uku
32883,úkù,uku
32884,úkub,ukub
32885,paúkub,paukub
32886,maukúbun,maukubun
32887,uk-uk,uk-uk
32888,uk-uk ang butbut,uk-uk ang butbut
32889,uk-uk ang dílà,uk-uk ang dila
32890,úkul,ukul
32891,ukun-úkun,ukun-ukun
32892,ukupar,ukupar
32893,ukupádu,ukupadu
32894,ukupasiyun,ukupasiyun
32895,ukut,ukut
32896,maukutun,maukutun
32897,ukuy,ukuy
32898,úkuy,ukuy
32899,úkuy,ukuy
32900,ukyab,ukyab
32901,paukyab,paukyab
32902,maukyabun,maukyabun
32903,ukyù,ukyu
32904,ukyut,ukyut
32905,úlà,ula
32906,úlag,ulag
32907,ulag-ulag,ulag-ulag
32908,ulagan,ulagan
32909,kaúlag,kaulag
32910,maulagun,maulagun
32911,ulagun,ulagun
32912,ulahi,ulahi
32913,karung ulahi,karung ulahi
32914,paulahi,paulahi
32915,pangulahi,pangulahi
32916,kaulahi,kaulahi
32917,kaulahían,kaulahian
32918,sa kaulahían,sa kaulahian
32919,pangulahían,pangulahian
32920,kaulahíay,kaulahiay
32921,sa kaulahíay,sa kaulahiay
32922,kinaulahian,kinaulahian
32923,ulahípan,ulahipan
32924,ulahípan sa baybáyun,ulahipan sa baybayun
32925,ulalag,ulalag
32926,hingulalag,hingulalag
32927,ulan,ulan
32928,úlan,ulan
32929,paulan,paulan
32930,ulan-úlan,ulan-ulan
32931,paulan-úlan,paulan-ulan
32932,pasingulan,pasingulan
32933,tingulan,tingulan
32934,tingúlan,tingulan
32935,taliúlan,taliulan
32936,ulandis,ulandis
32937,ulang,ulang
32938,ulang,ulang
32939,ulang ug pitu ka lawud,ulang ug pitu ka lawud
32940,ulang-úlang,ulang-ulang
32941,ulang-úlang sa ilung,ulang-ulang sa ilung
32942,kaulángan,kaulangan
32943,pangulang,pangulang
32944,ulang,ulang
32945,pangulang,pangulang
32946,ulang-úlang,ulang-ulang
32947,ulan-úlan,ulan-ulan
32948,ul-ap,ul-ap
32949,ulápì,ulapi
32950,ulasíman,ulasiman
32951,ulat,ulat
32952,úlat,ulat
32953,ulat,ulat
32954,úlat,ulat
32955,ulátun,ulatun
32956,ulátiw,ulatiw
32957,úlaw,ulaw
32958,walay úlaw,walay ulaw
32959,ulaw-ulaw,ulaw-ulaw
32960,pakaúlaw,pakaulaw
32961,pakaulaw,pakaulaw
32962,ulawan,ulawan
32963,manggiulawun,manggiulawun
32964,kaúlaw,kaulaw
32965,kauláwan,kaulawan
32966,kaulawun,kaulawun
32967,makauúlaw,makauulaw
32968,manggiuláwun,manggiulawun
32969,mauláwun,maulawun
32970,úlay,ulay
32971,kaúlay,kaulay
32972,ulbu,ulbu
32973,pinaulbu,pinaulbu
32974,uldáwun,uldawun
32975,uldug,uldug
32976,ulhi,ulhi
32977,ulhus,ulhus
32978,úli,uli
32979,úlì,uli
32980,úlì ang lisinsiya,uli ang lisinsiya
32981,ulì,uli
32982,ulì bálay,uli balay
32983,ulian,ulian
32984,hingúlì,hinguli
32985,hingulì,hinguli
32986,paúlì,pauli
32987,paulì,pauli
32988,pahiulì,pahiuli
32989,pahauliay,pahauliay
32990,saulì,sauli
32991,hiningulian,hiningulian
32992,inulian,inulian
32993,ulìúlì kalag,uliuli kalag
32994,kauliun,kauliun
32995,paulianan,paulianan
32996,paulian,paulian
32997,pumapaulì,pumapauli
32998,taliulì,taliuli
32999,talipaulì,talipauli
33000,umuulì,umuuli
33001,uliunun,uliunun
33002,uliúnun,uliunun
33003,iguulíay,iguuliay
33004,iguuliay,iguuliay
33005,pauliúnun,pauliunun
33006,pauliunun,pauliunun
33007,ulianun,ulianun
33008,úlib,ulib
33009,úlib drab,ulib drab
33010,úlib úwil,ulib uwil
33011,ulíba,uliba
33012,ulíba,uliba
33013,ulíbu,ulibu
33014,asayti diulíba,asayti diuliba
33015,uligark,uligark
33016,ulíhad,ulihad
33017,ulihi,ulihi
33018,ulílang,ulilang
33019,pangulílang,pangulilang
33020,ulimpíkir,ulimpikir
33021,ulimpiyan,ulimpiyan
33022,ulin,ulin
33023,úling,uling
33024,ulingun,ulingun
33025,ulingì,ulingi
33026,ulingig,ulingig
33027,ulipad,ulipad
33028,ulipad ang tinan-awan,ulipad ang tinan-awan
33029,uliping,uliping
33030,pauliping,pauliping
33031,ulípun,ulipun
33032,ulípun sa tamalà,ulipun sa tamala
33033,paulípin,paulipin
33034,kaulipnan,kaulipnan
33035,ulísi,ulisi
33036,ulit,ulit
33037,úlit,ulit
33038,kaulit,kaulit
33039,kaúlit,kaulit
33040,úlit,ulit
33041,ulitáwu,ulitawu
33042,pangulitáwu,pangulitawu
33043,ulitawhay,ulitawhay
33044,kaulitawhan,kaulitawhan
33045,ulíut,uliut
33046,ulput,ulput
33047,ulput ang kabúhì,ulput ang kabuhi
33048,ulsir,ulsir
33049,ulsira,ulsira
33050,ulsíra,ulsira
33051,ulsirun,ulsirun
33052,ultima,ultima
33053,ultima úra,ultima ura
33054,ultimatúm,ultimatum
33055,ultimu,ultimu
33056,ultimu prisyu,ultimu prisyu
33057,ultimu [noun],ultimu [noun]
33058,ultimu,ultimu
33059,úlu,ulu
33060,úlu ug amù,ulu ug amu
33061,úlu sa bagyu,ulu sa bagyu
33062,úlu sa bahà,ulu sa baha
33063,úlu nga buhatan,ulu nga buhatan
33064,úlu sa hilánat,ulu sa hilanat
33065,úlu sa sakit,ulu sa sakit
