_id,head,normalized_head
1114,amánus,amanus
1115,amapúlun,amapulun
1116,amapúng,amapung
1117,amargúsu,amargusu
1118,amarilyu,amarilyu
1119,amaspas,amaspas
1120,amasúna,amasuna
1121,amat,amat
1122,ámat,amat
1123,pangámat,pangamat
1124,amátung,amatung
1125,amatyur,amatyur
1126,amáun,amaun
1127,amaw,amaw
1128,amáwun,amawun
1129,ámay,amay
1130,amáyung,amayung
1131,ambà,amba
1132,ambáhan,ambahan
1133,ambak,ambak
1134,ambak-ambak,ambak-ambak
1135,ambak,ambak
1136,ambak-ambak,ambak-ambak
1137,ambalang,ambalang
1138,ambáng,ambang
1139,ambangul,ambangul
1140,ambas,ambas
1141,ambaw,ambaw
1142,ambi,ambi
1143,ambid,ambid
1144,ambig,ambig
1145,ambihas,ambihas
1146,ambíhas,ambihas
1147,ambilay,ambilay
1148,ambir,ambir
1149,ambisiyun,ambisiyun
1150,ambisyúsu,ambisyusu
1151,ambit,ambit
1152,ambit sa kasubù,ambit sa kasubu
1153,ambit sa kalípay,ambit sa kalipay
1154,ambù,ambu
1155,ambug,ambug
1156,paambug,paambug
1157,ambúhut,ambuhut
1158,paambúhut,paambuhut
1159,ambuhutan,ambuhutan
1160,ambulansiya,ambulansiya
1161,ambung,ambung
1162,ambúngan,ambungan
1163,kaambung,kaambung
1164,ambung,ambung
1165,ambúngan,ambungan
1166,ambus,ambus
1167,ambut,ambut
1168,ambut [gen.],ambut [gen.]
1169,ambut sa lángaw,ambut sa langaw
1170,ambut sa lagung,ambut sa lagung
1171,ambut sa kágang,ambut sa kagang
1172,pangambut,pangambut
1173,ambuy,ambuy
1174,ambuy,ambuy
1175,amgid,amgid
1176,ig-amgid,ig-amgid
1177,kaamgid,kaamgid
1178,amgu,amgu
1179,paghiamgu,paghiamgu
1180,pagkaamgu,pagkaamgu
1181,amíga,amiga
1182,miga,miga
1183,amígas,amigas
1184,amígu,amigu
1185,pangamígu,pangamigu
1186,migu,migu
1187,amíhan,amihan
1188,pangamíhan,pangamihan
1189,amihanan,amihanan
1190,amimihid,amimihid
1191,amimihig,amimihig
1192,amimislun,amimislun
1193,amimitas,amimitas
1194,amin,amin
1195,amin-ámin,amin-amin
1196,paamin,paamin
1197,amindar,amindar
1198,Amirika,amirika
1199,Amirikána,amirikana
1200,Amirkána,amirkana
1201,Mirkána,mirkana
1202,amirikanayis,amirikanayis
1203,Amirikánu,amirikanu
1204,Amirkánu,amirkanu
1205,Mirkánu,mirkanu
1206,inamirikánu,inamirikanu
1207,amirul,amirul
1208,amistad,amistad
1209,amitu,amitu
1210,ampa,ampa
1211,ampaampa,ampaampa
1212,ampad,ampad
1213,ampáhan,ampahan
1214,ampaláya,ampalaya
1215,ampapángig,ampapangig
1216,ampara,ampara
1217,ampaw,ampaw
1218,ampay,ampay
1219,ampáyir,ampayir
1220,amping,amping
1221,maampíngun,maampingun
1222,mainampíngun,mainampingun
1223,ampityatru,ampityatru
1224,inampityatru,inampityatru
1225,ampiyun,ampiyun
1226,pangampiyun,pangampiyun
1227,ampiyuníru,ampiyuniru
1228,ampiyun,ampiyun
1229,ampli,ampli
1230,amplipáyir,amplipayir
1231,amplipáyiran,amplipayiran
1232,ampù,ampu
1233,alampuanan,alampuanan
1234,maampuun,maampuun
1235,main-ampuun,main-ampuun
1236,maalampuun,maalampuun
1237,mag-aampù,mag-aampu
1238,mag-alampù,mag-alampu
1239,ampúngul,ampungul
1240,amu,amu
1241,ámu,amu
1242,mu,mu
1243,pangámu,pangamu
1244,maistru ámu,maistru amu
1245,amù,amu
1246,inúlug amù,inulug amu
1247,Amúay,amuay
1248,alamúan,alamuan
1249,ámù,amu
1250,amul,amul
1251,amúlan,amulan
1252,amúlun,amulun
1253,amúma,amuma
1254,amumun,amumun
1255,amumun lumban sa dágat,amumun lumban sa dagat
1256,amumúng,amumung
1257,amumunggut,amumunggut
1258,amumungpung,amumungpung
1259,amumuntag,amumuntag
1260,amung,amung
1261,pangamung,pangamung
1262,amung-ámung,amung-amung
1263,amung-amungan,amung-amungan
1264,maamung-amungun,maamung-amungun
1265,amunistal,amunistal
1266,amur,amur
1267,amur prupiyu,amur prupiyu
1268,amurádu,amuradu
1269,amural,amural
1270,amur sikrítu,amur sikritu
1271,amursíku,amursiku
1272,kaamursíku,kaamursiku
1273,amurtisasiyun,amurtisasiyun
1274,amurúsu,amurusu
1275,ámut,amut
1276,alamútan,alamutan
1277,alamutan,alamutan
1278,amúti,amuti
1279,ámuy,amuy
1280,ámuy,amuy
1281,amyun,amyun
1282,kaamyun,kaamyun
1283,-an,-an
1284,-an,-an
1285,-an,-an
1286,-an,-an
1287,-an(→),-an(→)
1288,-an-,-an-
1289,anā̀,ana
1290,ánà,ana
1291,anáa,anaa
1292,náa,naa
1293,anáa dat.,anaa dat.
1294,unsa may anáa niánà,unsa may anaa niana
1295,sa [noun]?,sa [noun]?
1296,pagkaanáa,pagkaanaa
1297,pakaanáa,pakaanaa
1298,anaáhun,anaahun
1299,ánab,anab
1300,anabu,anabu
1301,anabyung,anabyung
1302,ánad,anad
1303,anad,anad
1304,anaran,anaran
1305,ánag,anag
1306,inánag,inanag
1307,anagun,anagun
1308,anagunan,anagunan
1309,anagási,anagasi
1310,anagu,anagu
1311,anágu,anagu
1312,anahà,anaha
1313,anáhaw,anahaw
1314,anáhaw lagwis,anahaw lagwis
1315,anáhaw mubù,anahaw mubu
1316,anak,anak
1317,anak sa búhat,anak sa buhat
1318,anak sa bunyag,anak sa bunyag
1319,anak sa gawas,anak sa gawas
1320,anak sa húlaw,anak sa hulaw
1321,anak sa kágang,anak sa kagang
1322,anak sa sápì,anak sa sapi
1323,Ának,anak
1324,paanak,paanak
1325,palaangkanan,palaangkanan
1326,pinaangkan,pinaangkan
1327,panganak,panganak
1328,pangának,panganak
1329,pinanganak,pinanganak
1330,anak-ának,anak-anak
1331,angkan,angkan
1332,paangkan,paangkan
1333,angkánun,angkanun
1334,alangkan,alangkan
1335,hinangkan,hinangkan
1336,hingangkan,hingangkan
1337,ig-ának,ig-anak
1338,ig-alának,ig-alanak
1339,inanak,inanak
1340,mag-alának,mag-alanak
1341,taliának,talianak
1342,umaának,umaanak
1343,ánakun,anakun
1344,palaának,palaanak
1345,anam,anam
1346,paanam,paanam
1347,-anan,-anan
1348,-anan(→),-anan(→)
1349,an-an,an-an
1350,ananaklaw,ananaklaw
1351,ananakyud,ananakyud
1352,ananamsi,ananamsi
1353,anananggal,anananggal
1354,ananangkil,ananangkil
1355,anapug,anapug
1356,anapugan,anapugan
1357,anapugun,anapugun
1358,ánas,anas
1359,ánaw,anaw
1360,ánaw,anaw
1361,anawnsir,anawnsir
1362,anay,anay
1363,anayun,anayun
1364,ánayun,anayun
1365,alanayun,alanayun
1366,anayúnun,anayunun
1367,anay,anay
1368,ánay,anay
1369,ánay,anay
1370,pangánay,panganay
1371,-anay,-anay
1372,anay-anay,anay-anay
1373,anda,anda
1374,anda,anda
1375,andadur,andadur
1376,andak,andak
1377,pangandak,pangandak
1378,andakan,andakan
1379,mapangandákun,mapangandakun
1380,mangandákun,mangandakun
1381,andam,andam
1382,pangandam,pangandam
1383,mapangandámun,mapangandamun
1384,andamyu,andamyu
1385,andána,andana
1386,andar,andar
1387,hingandar,hingandar
1388,andarul,andarul
1389,andas,andas
1390,andaw,andaw
1391,tuli andaw,tuli andaw
1392,andáyag,andayag
1393,andáyun,andayun
1394,anding,anding
1395,andir,andir
1396,andir ditíbul,andir ditibul
1397,andir grawun,andir grawun
1398,andir gul,andir gul
1399,andir ids,andir ids
1400,andir kúbir,andir kubir
1401,andir pas,andir pas
1402,andir tayim,andir tayim
1403,andu,andu
1404,andù,andu
1405,pag-andù (inig-andù) pa,pag-andu (inig-andu) pa
1406,way andu,way andu
1407,andúhay,anduhay
1408,anduhúnun,anduhunun
1409,andù,andu
1410,andù,andu
1411,andúhaw,anduhaw
1412,andúhay,anduhay
1413,ang,ang
1414,ánga,anga
1415,ánga,anga
1416,angáang,angaang
1417,ángal,angal
1418,ángalan,angalan
1419,angalaskálas,angalaskalas
1420,angan-ángan,angan-angan
1421,ang-ang,ang-ang
1422,ang-angan,ang-angan
1423,angat,angat
1424,angat,angat
1425,angat sa,angat sa
1426,ángat,angat
1427,pangángat,pangangat
1428,angatun,angatun
1429,ángay,angay
1430,angay,angay
1431,walay angay,walay angay
1432,paángay,paangay
1433,pahiángay,pahiangay
1434,paangay,paangay
1435,paangayan,paangayan
1436,kaangáyan,kaangayan
1437,maangáyun,maangayun
1438,makiangáyun,makiangayun
1439,angdù,angdu
1440,maangduun,maangduun
1441,anggà,angga
1442,anggal,anggal
1443,anggid,anggid
1444,angguy,angguy
1445,anghal,anghal
1446,paanghal,paanghal
1447,anghaw,anghaw
1448,anghil,anghil
1449,anghil magbalantay,anghil magbalantay
1450,anghilika,anghilika
1451,anghinghu,anghinghu
1452,anghit,anghit
1453,kaanghit,kaanghit
1454,angíing,angiing
1455,angílan,angilan
1456,ángin,angin
1457,angitngit,angitngit
1458,angka,angka
1459,angkab,angkab
1460,angkas,angkas
1461,angkasanan,angkasanan
1462,angkat,angkat
1463,mangalangkat,mangalangkat
1464,mangaangkat,mangaangkat
1465,angkla,angkla
1466,angkub,angkub
1467,angkun,angkun
1468,mangaangkun,mangaangkun
1469,hingangkun,hingangkun
1470,angkuníru,angkuniru
1471,anglit,anglit
1472,angsu,angsu
1473,kaangsu,kaangsu
1474,angsúhan,angsuhan
1475,angsud,angsud
1476,angtad,angtad
1477,paangtag,paangtag
1478,angtud,angtud
1479,angturun,angturun
1480,anguangu,anguangu
1481,anguanguhun,anguanguhun
1482,angul,angul
1483,ángul,angul
1484,angul-angul,angul-angul
1485,angulunkulun,angulunkulun
1486,angus,angus
1487,angut,angut
1488,ángut,angut
1489,ángut,angut
1490,anhà,anha
1491,anhà pa,anha pa
1492,anhà ku,anha ku
1493,anhaan,anhaan
1494,hianhà,hianha
1495,haanhà,haanha
1496,kaanhaun,kaanhaun
1497,anhi,anhi
1498,anhian,anhian
1499,hianhi,hianhi
1500,haanhi,haanhi
1501,kaanhiun,kaanhiun
1502,anhin,anhin
1503,anhing,anhing
1504,anhuy,anhuy
1505,áni,ani
1506,ináni,inani
1507,anía,ania
1508,anía kanákù,ania kanaku
1509,aniag,aniag
1510,ánib,anib
1511,ánib,anib
1512,kaánib,kaanib
1513,aníbal,anibal
1514,anibirsaryu,anibirsaryu
1515,aníbung,anibung
1516,anig-ig,anig-ig
1517,aníhag,anihag
1518,anii,anii
1519,anikad,anikad
1520,anílaw,anilaw
1521,anilyu,anilyu
1522,animal,animal
1523,animar,animar
1524,animas,animas
1525,panganimas,panganimas
1526,animasiyun,animasiyun
1527,anímik,animik
1528,animiku,animiku
1529,animu,animu
1530,animya,animya
1531,anínag,aninag
1532,anínaw,aninaw
1533,anindut,anindut
1534,anindut nímu à,anindut nimu a
1535,maanindut,maanindut
1536,aninikad,aninikad
1537,aniningsing,aniningsing
1538,aniníput,aniniput
1539,kità ug aniníput,kita ug aniniput
1540,panganiníput,panganiniput
1541,anínu,aninu
1542,dakù ug anínu,daku ug aninu
1543,panganínu,panganinu
1544,anipay,anipay
1545,anis,anis
1546,anisádu,anisadu
1547,ánis,anis
1548,ánist,anist
1549,anisay,anisay
1550,anis-is,anis-is
1551,anislag,anislag
1552,anistisya,anistisya
1553,ánit,anit
1554,anítu,anitu
1555,aníyu,aniyu
1556,anlit,anlit
1557,ansir,ansir
1558,ansiyánu,ansiyanu
1559,ansiyánu sa simbahan,ansiyanu sa simbahan
1560,ansu,ansu
1561,ansuy,ansuy
1562,antad,antad
1563,antagunismu,antagunismu
1564,antáhay,antahay
1565,antak,antak
1566,antaw,antaw
1567,paantaw,paantaw
1568,anti,anti
1569,anti-,anti-
1570,anti,anti
1571,antibayutiku,antibayutiku
1572,antígu,antigu
1573,inantigu,inantigu
1574,antíhay,antihay
1575,antikristu,antikristu
1576,antimánu,antimanu
1577,antína,antina
1578,anting-anting,anting-anting
1579,antipára,antipara
1580,antipas,antipas
1581,antipatiku,antipatiku
1582,antipúlu,antipulu
1583,antipun,antipun
1584,antipúna,antipuna
1585,antirábis,antirabis
1586,antis,antis
1587,antisiptiku,antisiptiku
1588,antisípu,antisipu
1589,antitirhi,antitirhi
1590,antiúhus,antiuhus
1591,antiyúhus,antiyuhus
1592,antū̀,antu
1593,antúan,antuan
1594,antúbung,antubung
1595,antud,antud
1596,antug,antug
1597,antugan,antugan
1598,antugun,antugun
1599,antug,antug
1600,antúhuy,antuhuy
1601,antúlang,antulang
1602,antulánga,antulanga
1603,antulánga nga lut-ud,antulanga nga lut-ud
1604,antulánga nga asul,antulanga nga asul
1605,antulíhaw,antulihaw
1606,antulíhawun,antulihawun
1607,antúlù,antulu
1608,antus,antus
1609,alantúsun,alantusun
1610,mainantúsun,mainantusun
1611,maantúsun,maantusun
1612,antutu,antutu
1613,antuwánga,antuwanga
1614,anu,anu
1615,ánud,anud
1616,anud,anud
1617,patiánud,patianud
1618,paanud,paanud
1619,pangánud,panganud
1620,kapanganúran,kapanganuran
1621,panganúrun,panganurun
1622,anugas,anugas
1623,anúgun,anugun
1624,panganúgun,panganugun
1625,anugut,anugut
1626,anúhus,anuhus
1627,anuk,anuk
1628,ánuk,anuk
1629,paanuk,paanuk
1630,anular,anular
1631,anumalíya,anumaliya
1632,-anun,-anun
1633,an-un,an-un
1634,anúnang,anunang
1635,anúnang,anunang
1636,anúnas,anunas
1637,anunimus,anunimus
1638,anunsiyu,anunsiyu
1639,anunugba,anunugba
1640,anunugbu,anunugbu
1641,anupug,anupug
1642,anup-up,anup-up
1643,ánur,anur
1644,ánur rul,anur rul
1645,anus-a,anus-a
1646,anut,anut
1647,anutasiyun,anutasiyun
1648,anúus,anuus
1649,anak sa anúus,anak sa anuus
1650,anuwal,anuwal
1651,anyag,anyag
1652,kaanyag,kaanyag
1653,maanyag,maanyag
1654,anyil,anyil
1655,anyu,anyu
1656,anyu nuybu,anyu nuybu
1657,anyus,anyus
1658,apa,apa
1659,ápa,apa
1660,apáhap,apahap
1661,apáli,apali
1662,apan,apan
1663,apan-ápan,apan-apan
1664,apan,apan
1665,apan-apan,apan-apan
1666,apan-apan,apan-apan
1667,ap-andawun,ap-andawun
1668,ap-ap,ap-ap
1669,apapángig,apapangig
1670,apapángigun,apapangigun
1671,aparadur,aparadur
1672,aparátu,aparatu
1673,aparisyun,aparisyun
1674,apartmin,apartmin
1675,apartmint,apartmint
1676,ápas,apas
1677,ápas sumpay,apas sumpay
1678,apas,apas
1679,apas-apas,apas-apas
1680,apas-ápas,apas-apas
1681,paápas,paapas
1682,apsunun,apsunun
1683,alapsunun,alapsunun
1684,apat,apat
1685,apat kay,apat kay
1686,ápaw,apaw
1687,apay,apay
1688,apay,apay
1689,apáyud,apayud
1690,pangapáyud,pangapayud
1691,apdu,apdu
1692,ispísu ug apdu,ispisu ug apdu
1693,ápid,apid
1694,apid-apid,apid-apid
1695,apidábit,apidabit
1696,apíki,apiki
1697,apikta,apikta
1698,apiktǎr,apiktar
1699,apil,apil
1700,walay apil [subject],walay apil [subject]
1701,apil-apil,apil-apil
1702,manggiapil-apilun,manggiapil-apilun
1703,mangaápil,mangaapil
1704,apilar,apilar
1705,apilasiyun,apilasiyun
1706,Kurti diapilasyúnis,kurti diapilasyunis
1707,apílu,apilu
1708,apilyídu,apilyidu
1709,apindiks,apindiks
1710,apindisaytis,apindisaytis
1711,áping,aping
1712,pangáping,pangaping
1713,kaápingan,kaapingan
1714,apínig,apinig
1715,apir,apir
1716,ápir,apir
1717,ápir baks,apir baks
1718,ápir kat,apir kat
1719,apirmatíbu,apirmatibu
1720,apisiyun,apisiyun
1721,apisiyunáda,apisiyunada
1722,apisiyunádu,apisiyunadu
1723,apítung,apitung
1724,apla,apla
1725,aplay,aplay
1726,áp lay,ap lay
1727,aplikasiyun,aplikasiyun
1728,aplud,aplud
1729,Aprika,aprika
1730,Aprikana,aprikana
1731,Aprikanu,aprikanu
1732,aprindis,aprindis
1733,aprintis,aprintis
1734,apríta,aprita
1735,aprítadu,apritadu
1736,apritáda,apritada
1737,aprubar,aprubar
1738,aprubádu,aprubadu
1739,aptan,aptan
1740,apu,apu
1741,pangapu,pangapu
1742,apuhan,apuhan
1743,apu sa sungkud,apu sa sungkud
1744,apu sa túhud,apu sa tuhud
1745,apu sa matag bagul,apu sa matag bagul
1746,ápù,apu
1747,apud,apud
1748,ápud,apud
1749,mangápud,mangapud
1750,pang-ápud,pang-apud
1751,apud-apud,apud-apud
1752,ápug,apug
1753,alapugan,alapugan
1754,ápug,apug
1755,ápul,apul
1756,ápul,apul
1757,apung,apung
1758,ápung,apung
1759,apuntadur,apuntadur
1760,apuntasiyun,apuntasiyun
1761,apunti,apunti
1762,apuntin,apuntin
1763,Alistu,alistu
1764,puygu,puygu
1765,apúpa,apupa
1766,paapúpa,paapupa
1767,apura,apura
1768,apurádu,apuradu
1769,apúru,apuru
1770,apus,apus
1771,apustrupi,apustrupi
1772,apustǔl,apustul
1773,apustǔl,apustul
1774,apustulis,apustulis
1775,apuwintmint,apuwintmint
1776,apuy,apuy
1777,apúya,apuya
1778,apuyus,apuyus
1779,apyu,apyu
1780,apyug,apyug
1781,apyugun,apyugun
1782,árà,ara
1783,árab,arab
1784,arab,arab
1785,árab,arab
1786,arabi,arabi
1787,arabun,arabun
1788,arabya,arabya
1789,aradur,aradur
1790,árag,arag
1791,arang,arang
1792,walay,walay
1793,kinsay arang,kinsay arang
1794,kun maarang,kun maarang
1795,árang,arang
1796,arangan,arangan
1797,arang-arang,arang-arang
1798,maarang-arang,maarang-arang
1799,karangan,karangan
1800,árang,arang
1801,arangka,arangka
1802,arangka,arangka
1803,arangkǎr,arangkar
1804,aransil,aransil
1805,aranya,aranya
1806,aranyas,aranyas
1807,arapal,arapal
1808,aráru,araru
1809,áras,aras
1810,áras,aras
1811,arásun,arasun
1812,áras,aras
1813,arasti,arasti
1814,pangarasti,pangarasti
1815,arastri,arastri
1816,árat,arat
1817,árat,arat
1818,paárat,paarat
1819,arawkarya,arawkarya
1820,aray,aray
1821,aray,aray
1822,arayis,arayis
1823,arbul,arbul
1824,arbul,arbul
1825,arbularyu,arbularyu
1826,paarbularyu,paarbularyu
1827,argabyádu,argabyadu
1828,argabyu,argabyu
1829,argardulsi,argardulsi
1830,argh,argh
1831,argulya,argulya
1832,argumintu,argumintu
1833,ari,ari
1834,umari ka,umari ka
1835,marika,marika
1836,ári,ari
1837,hiari,hiari
1838,haari,haari
1839,arian,arian
1840,ariúnun,ariunun
1841,alaríun,alariun
1842,ári,ari
1843,aríba,ariba
1844,aribadur,aribadur
1845,aríba,ariba
1846,aríba,ariba
1847,aribáda,aribada
1848,arigláda,ariglada
1849,arigládu,arigladu
1850,ariglǎr,ariglar
1851,pangariglǎr,pangariglar
1852,ariglu,ariglu
1853,arikmitik,arikmitik
1854,arimadur,arimadur
1855,arimar,arimar
1856,arína,arina
1857,arindu,arindu
1858,aringkil,aringkil
1859,arinúla,arinula
1860,arisgǎr,arisgar
1861,pangarisgǎr,pangarisgar
1862,arisgádu,arisgadu
1863,aristǎr,aristar
1864,aristádu,aristadu
1865,aristu,aristu
1866,mandamyintu diaristu,mandamyintu diaristu
1867,aristukrata,aristukrata
1868,árit,arit
1869,arítis,aritis
1870,aritmitik,aritmitik
1871,aritmitika,aritmitika
1872,aritmitiku,aritmitiku
1873,arítus,aritus
1874,aríya,ariya
1875,aríya,ariya
1876,ariyádu,ariyadu
1877,ariyus,ariyus
1878,pangariyus,pangariyus
1879,ark,ark
1880,arka,arka
1881,arkabála,arkabala
1882,arkanghil,arkanghil
1883,arkaydi,arkaydi
1884,arkila,arkila
1885,arkitiktu,arkitiktu
1886,arkitiktura,arkitiktura
1887,arku,arku
1888,arkuhul,arkuhul
1889,arkus,arkus
1890,armáda,armada
1891,armádu,armadu
1892,armamintu,armamintu
1893,armar,armar
1894,armas,armas
1895,armas dimánu,armas dimanu
1896,armas dipuygu,armas dipuygu
1897,armatyur,armatyur
1898,armi,armi
1899,armikat,armikat
1900,paarmikat,paarmikat
1901,armirul,armirul
1902,armistisyu,armistisyu
1903,armunyum,armunyum
1904,armunyun,armunyun
1905,arníbal,arnibal
1906,arnika,arnika
1907,arnika,arnika
1908,tintúra arnika,tintura arnika
1909,arnis,arnis
1910,arpa,arpa
1911,arpilir,arpilir
1912,arpiril,arpiril
1913,arsa,arsa
1914,arsii,arsii
1915,arsubispu,arsubispu
1916,arsubispádu,arsubispadu
1917,art.,art.
1918,artal,artal
1919,arti,arti
1920,may arti,may arti
1921,walay arti,walay arti
1922,artiarti,artiarti
1923,paarti,paarti
1924,pangarti,pangarti
1925,diarti,diarti
1926,artikulu,artikulu
1927,artiliyiríya,artiliyiriya
1928,artipisyal,artipisyal
1929,artista,artista
1930,inartista,inartista
1931,artisyánu,artisyanu
1932,púsu artisyánu,pusu artisyanu
1933,árù,aru
1934,kaárù,kaaru
1935,paárù,paaru
1936,aruk,aruk
1937,arukan,arukan
1938,arul,arul
1939,arúma,aruma
1940,arun,arun
1941,kay arun,kay arun
1942,arun ingnun,arun ingnun
1943,paarun ingnun,paarun ingnun
1944,pakaarun ingnun,pakaarun ingnun
1945,paarun-árun,paarun-arun
1946,arun,arun
1947,árun,arun
1948,arunsa,arunsa
1949,arus,arus
1950,arus,arus
1951,arus ala balinsiyána,arus ala balinsiyana
1952,arus kaldu,arus kaldu
1953,arus kun kamarun,arus kun kamarun
1954,ar-utísi,ar-utisi
1955,aruwákà,aruwaka
1956,aruy,aruy
1957,arya,arya
1958,aryat,aryat
1959,inaryat,inaryat
1960,aryindu,aryindu
1961,asa,asa
1962,ása,asa
1963,ása [verb],asa [verb]
1964,iása,iasa
1965,maása,maasa
1966,hiása,hiasa
1967,haása,haasa
1968,ása,asa
1969,ása,asa
1970,asádu,asadu
1971,asal,asal
1972,aslunun,aslunun
1973,alaslun,alaslun
1974,inasal,inasal
1975,asamblíya,asambliya
1976,as-as,as-as
1977,asáwa,asawa
1978,asáwa sa banig,asawa sa banig
1979,pangasáwa,pangasawa
1980,paasáwa,paasawa
1981,papangasáwa,papangasawa
1982,mangalasawa,mangalasawa
1983,igpangaasawa,igpangaasawa
1984,pangasaw-unun,pangasaw-unun
1985,pangalasaw-un,pangalasaw-un
1986,asayti,asayti
1987,asayti dibakalaw,asayti dibakalaw
1988,asayti dikastur,asayti dikastur
1989,asayti diulíbu,asayti diulibu
1990,asbistus,asbistus
1991,asdang,asdang
1992,asgad,asgad
1993,inasgad,inasgad
1994,ási,asi
1995,asiasi,asiasi
1996,manggiasiasihun,manggiasiasihun
1997,maasiasihun,maasiasihun
1998,asiasihun,asiasihun
1999,asidu,asidu
2000,asikásu,asikasu
2001,asiláda,asilada
2002,asílu,asilu
2003,asíman,asiman
2004,asin,asin
2005,walay asin,walay asin
2006,inasin,inasin
2007,alasínan,alasinan
2008,pang-asínan,pang-asinan
2009,asin-ásin,asin-asin
2010,asinda,asinda
2011,asindíru,asindiru
2012,asinsiyun,asinsiyun
2013,asinsu,asinsu
2014,as-ip,as-ip
2015,paas-ip,paas-ip
2016,asir,asir
2017,paasir,paasir
2018,asíras,asiras
2019,asiráwu,asirawu
2020,asíru,asiru
2021,asistinsiya,asistinsiya
2022,asistǐr,asistir
2023,asíti,asiti
2024,asitíra,asitira
2025,asitun,asitun
2026,aslay,aslay
2027,aslum,aslum
2028,asnat,asnat
2029,asnu,asnu
2030,aspaltu,aspaltu
2031,aspaltádu,aspaltadu
2032,asparagus,asparagus
2033,asparagus irmúsu,asparagus irmusu
2034,aspíra ultima,aspira ultima
2035,aspiranti,aspiranti
2036,aspirasiyun,aspirasiyun
2037,aspirin,aspirin
2038,aspirína,aspirina
2039,asta,asta
2040,astri,astri
2041,astrunawta,astrunawta
2042,astrunumíya,astrunumiya
2043,astrunumu,astrunumu
2044,astrunut,astrunut
2045,asu,asu
2046,paasu,paasu
2047,asuasu,asuasu
2048,alasúhan,alasuhan
2049,ásud,asud
2050,asud-asud,asud-asud
2051,asúgi,asugi
2052,asúkal,asukal
2053,asúkar,asukar
2054,asukaríra,asukarira
2055,asul,asul
2056,asul marína,asul marina
2057,asul marínu,asul marinu
2058,asunting,asunting
2059,asuntu,asuntu
2060,asupli,asupli
2061,asupri,asupri
2062,asus,asus
2063,asusasiyun,asusasiyun
2064,asusíluy,asusiluy
2065,asusína,asusina
2066,asusínas,asusinas
2067,asusisyun,asusisyun
2068,asusyit,asusyit
2069,asusyit iditur,asusyit iditur
2070,asutíya,asutiya
2071,asúus,asuus
2072,ásuy,asuy
2073,hinásuy,hinasuy
2074,alasúyun,alasuyun
